0,1.578119444,0
1,6.260900605,1
0,1.953227587,0
1,6.439088943,1
0,2.204480753,0
0,6.477302316,1
0,1.437170968,0
1,6.3718385,1
0,0.930467958,0
0,5.004365951,1
0,2.061363068,0
1,2.142981796,1
0,2.323293628,0
1,5.97755068,1
0,1.352967907,0
0,5.668125164,1
0,2.493939585,0
0,5.54414021,1
0,2.103627553,0
1,2.173267504,1
0,1.753719367,0
1,5.608296867,1
0,1.397382969,0
0,5.83518212,1
0,2.414597385,0
1,1.652660405,1
0,2.347453221,0
1,1.967620205,1
0,1.761869033,0
1,1.852750578,1
0,1.423049033,0
0,5.852815904,1
0,2.277706275,0
1,1.859663046,1
0,2.131221593,0
1,5.656517268,1
0,2.471695645,0
1,1.634723027,1
0,1.188557969,0
0,5.400304497,1
0,2.722435774,0
1,1.920412297,1
0,2.164965693,0
1,6.309560944,1
0,2.02974801,0
1,1.633925417,1
0,3.291386062,0
0,5.920193998,1
0,2.048016383,0
1,6.972205952,1
0,1.195749325,0
0,5.99458897,1
0,2.528034454,0
0,6.598547196,1
0,2.474058672,0
1,2.308219611,1
0,1.252102491,0
1,6.043457718,1
0,1.035838586,0
0,5.806347202,1
0,1.69447563,0
1,1.796441704,1
0,2.984899917,0
0,6.099291532,1
0,2.517987613,0
1,5.049645588,1
0,1.963082815,0
0,6.13004285,1
0,2.241242482,0
0,6.358670481,1
0,1.972644064,0
0,5.109484329,1
0,2.512395067,0
0,6.168360096,1
0,2.277876446,0
0,5.149565901,1
0,1.87343311,0
0,5.693224046,1
0,2.487014563,0
1,5.242993084,1
0,1.755290896,0
1,4.607721352,1
0,2.557535034,0
1,2.332509536,1
0,1.691851932,0
0,5.97664657,1
0,1.797941064,0
0,5.942763448,1
0,0.812001924,0
1,5.78137181,1
0,2.129011709,0
1,5.47591171,1
0,2.119160169,0
1,1.654736377,1
0,0.672467303,0
1,2.407036392,1
0,1.938233923,0
1,5.869432335,1
0,1.330836084,0
0,5.978239382,1
0,2.000567641,0
1,5.559598301,1
0,1.11157787,0
0,5.978788663,1
0,1.699473974,0
1,6.847104754,1
0,2.068627236,0
1,3.035143639,1
0,1.790448468,0
1,2.372300353,1
0,1.659476219,0
0,6.849753208,1
0,2.243428383,0
1,6.344088923,1
0,1.642626206,0
1,1.139163131,1
0,1.968629723,0
0,6.905308701,1
0,1.861209904,0
0,6.146671893,1
0,2.023276158,0
1,5.443759927,1
0,1.309830225,0
1,1.450499841,1
0,2.148858513,0
1,5.746406706,1
0,2.637464385,0
0,6.128732535,1
0,2.133764554,0
1,2.098430057,1
0,2.815721007,0
0,5.986252112,1
0,1.489288763,0
1,1.760422445,1
0,1.193562533,0
1,6.642689876,1
0,1.757960965,0
1,1.392793004,1
0,1.703826594,0
1,5.973576958,1
0,1.694284324,0
1,1.942800638,1
0,1.544714354,0
1,5.703894474,1
0,0.587967786,0
1,1.596865571,1
0,1.869067035,0
1,6.744164939,1
0,2.132924592,0
1,2.173222595,1
0,1.888729172,0
1,1.906873439,1
0,2.628542088,0
1,1.890528713,1
0,1.298503453,0
1,5.940023946,1
