4.053877512,6.145819566,29.43066474,1
9.847537742,16.30016726,21.3670259,0
24.1450783,15.82879202,5.886932913,1
13.06955675,21.44398545,2.092649724,0
26.36177098,26.18681594,16.0984797,1
13.40105443,11.31192667,12.83911489,0
3.887909687,26.59311413,5.569153501,0
18.08743473,14.58212346,1.397718141,0
19.67974244,15.5770468,6.781861393,0
17.8817153,20.35981667,25.78576667,0
21.19804277,11.76739203,17.32224485,1
22.84123138,27.5965609,25.88205391,1
1.958178233,26.23907446,7.79856072,0
10.96548224,3.5873801,1.621481427,0
21.55998054,7.63408979,22.05904164,1
2.083075935,14.64676253,23.51465624,0
21.72335158,9.103474022,27.45982749,1
1.919596246,17.230358,5.443410905,0
10.54927017,10.26233637,5.716330309,0
18.27281081,17.83191163,20.51199551,0
13.53128617,0.495119516,9.646780753,0
12.15170363,19.2478686,16.91610106,0
3.648563586,15.88620537,6.651709071,0
16.49267543,19.75213082,7.454660391,0
12.99450206,26.09771521,0.283261262,0
29.86168077,2.060021478,27.86228737,1
2.605728386,4.980380678,24.97322224,1
18.8213247,1.201573023,18.89812939,0
6.877807787,3.129600836,6.882450868,1
6.634693511,26.39085619,14.54410153,0
9.505925408,21.93163646,3.842251454,0
25.68177946,16.43617424,2.34218764,1
24.89243266,26.55001049,11.07254074,1
15.54182038,10.82361894,2.698803215,0
13.07332055,21.0482817,22.67905675,0
1.847091723,13.03806366,3.689521486,0
29.10338707,29.9873731,27.84715057,1
0.471324942,29.8474013,2.374163846,0
12.28948674,12.82350874,17.95413124,0
20.16966332,29.16025848,8.799612171,1
5.963181618,19.649416,0.453374742,0
18.35062907,26.44960425,17.82474941,0
20.44096243,13.88363125,16.65936643,1
3.388880805,8.48519124,28.04681773,1
15.68166194,17.85675272,10.66963774,0
19.20239157,5.422099351,15.78976633,0
21.35659595,29.01836155,17.73167746,1
5.861577698,19.45258158,2.186509618,0
7.854267271,10.26063873,20.96674158,1
10.71420441,5.91573345,6.334504095,0
3.864277126,9.60291093,28.95685638,1
29.51663728,21.24150737,20.0233824,1
29.59181198,18.70946588,26.48925099,1
26.61136102,15.45375277,18.82121156,1
11.33726902,4.163182871,4.865194575,0
21.13358009,16.72759347,24.09009587,1
1.430308399,10.83860553,9.799456117,0
17.58749347,28.23586375,16.12740849,0
18.98962681,10.93033952,23.28264417,0
8.361881559,11.86929203,27.66701456,1
0.095981778,4.272306051,12.13780762,1
28.7042262,24.77131013,4.461957769,1
8.367835106,29.47831535,3.014360326,0
1.246459149,28.19667446,25.51665855,0
10.99330424,3.030686239,22.43345875,0
13.85382003,0.798801058,22.96573127,0
19.52129552,3.055956216,29.70030135,0
5.176504956,24.59136189,21.20288189,0
10.65665509,12.62524788,4.4361173,0
15.80632479,10.092115,10.17349066,0
18.56627093,2.821392035,1.341633582,0
10.11061366,26.08685294,26.98453176,0
25.01109987,0.347856643,1.317329405,1
13.37260656,0.517316852,22.4210371,0
1.20353304,23.96024846,20.57515961,0
26.64230953,19.79313526,2.844150394,1
22.02129521,1.597671895,13.91241403,1
22.59373849,28.62381824,8.706143354,1
8.835176313,7.235890221,21.54505964,1
7.405735619,19.84802166,8.74463988,0
19.25673681,16.23845522,20.77826023,0
21.66492949,6.039959674,24.24401877,1
25.72045908,9.791674662,11.70712511,1
10.39215824,28.84007558,29.53233872,0
0.353732454,7.42345331,12.10493953,0
3.579812772,16.92760849,15.02808639,0
19.21731985,29.25829705,27.97985022,0
20.77536485,12.15859621,13.21822255,1
9.015684411,8.229939313,21.62927391,1
11.24630379,25.06761373,2.17294325,0
